"[Município]","Cód. IBGE","UF","Região","Fabricante","Total de doses aplicadas","1ª Dose D1","2ª Dose D2","Dose Adicional DA","Dose Reforço DR","Dose Única DU"
"Joaíma","00000000313600","MG","Sudeste","PFIZER/BIONTECH","10,128","3,949","3,096","3","3,080","0"
"Joanésia","00000000313610","MG","Sudeste","BUTANTAN/SINOVAC","2,210","1,152","1,058","0","0","0"
"Joanésia","00000000313610","MG","Sudeste","FIOCRUZ/ASTRAZENECA","2,977","1,492","1,483","0","2","0"
"Joanésia","00000000313610","MG","Sudeste","JANSSEN","162","0","0","0","72","90"
"Joanésia","00000000313610","MG","Sudeste","PFIZER/BIONTECH","3,288","1,158","981","3","1,146","0"
"Joanópolis","00000000352550","SP","Sudeste","BUTANTAN/SINOVAC","9,449","4,250","3,936","12","1,251","0"
"Joanópolis","00000000352550","SP","Sudeste","FIOCRUZ/ASTRAZENECA","9,600","4,738","4,284","16","562","0"
"Joanópolis","00000000352550","SP","Sudeste","JANSSEN","499","0","0","0","112","387"
"Joanópolis","00000000352550","SP","Sudeste","PFIZER/BIONTECH","7,756","2,884","2,780","14","2,078","0"
"João Alfredo","00000000260810","PE","Nordeste","BUTANTAN/SINOVAC","9,889","5,241","4,644","1","3","0"
"João Alfredo","00000000260810","PE","Nordeste","FIOCRUZ/ASTRAZENECA","18,647","9,852","8,762","0","33","0"
"João Alfredo","00000000260810","PE","Nordeste","JANSSEN","453","0","0","0","149","304"
"João Alfredo","00000000260810","PE","Nordeste","PFIZER/BIONTECH","20,990","8,389","6,257","294","6,049","1"
"João Câmara","00000000240580","RN","Nordeste","BUTANTAN/SINOVAC","13,714","7,656","6,054","4","0","0"
"João Câmara","00000000240580","RN","Nordeste","FIOCRUZ/ASTRAZENECA","18,923","9,871","8,983","0","69","0"
"João Câmara","00000000240580","RN","Nordeste","JANSSEN","1,137","1","0","0","451","685"
"João Câmara","00000000240580","RN","Nordeste","PFIZER/BIONTECH","24,660","10,097","7,767","118","6,678","0"
"João Costa","00000000220535","PI","Nordeste","BUTANTAN/SINOVAC","1,257","674","583","0","0","0"
"João Costa","00000000220535","PI","Nordeste","FIOCRUZ/ASTRAZENECA","2,147","999","984","0","164","0"
"João Costa","00000000220535","PI","Nordeste","JANSSEN","177","0","0","0","138","39"
"João Costa","00000000220535","PI","Nordeste","PFIZER/BIONTECH","2,387","913","645","0","829","0"
"João Dias","00000000240590","RN","Nordeste","BUTANTAN/SINOVAC","1,097","619","478","0","0","0"
"João Dias","00000000240590","RN","Nordeste","FIOCRUZ/ASTRAZENECA","1,416","730","686","0","0","0"
"João Dias","00000000240590","RN","Nordeste","JANSSEN","64","0","0","0","22","42"
"João Dias","00000000240590","RN","Nordeste","PFIZER/BIONTECH","1,780","590","492","9","689","0"
"João Dourado","00000000291835","BA","Nordeste","BUTANTAN/SINOVAC","8,710","4,665","4,033","1","11","0"
"João Dourado","00000000291835","BA","Nordeste","FIOCRUZ/ASTRAZENECA","13,150","6,586","6,209","0","355","0"
"João Dourado","00000000291835","BA","Nordeste","JANSSEN","295","0","0","14","24","257"
"João Dourado","00000000291835","BA","Nordeste","PFIZER/BIONTECH","17,734","8,033","5,783","30","3,888","0"
"João Lisboa","00000000210550","MA","Nordeste","BUTANTAN/SINOVAC","8,009","4,204","3,805","0","0","0"
"João Lisboa","00000000210550","MA","Nordeste","FIOCRUZ/ASTRAZENECA","9,018","4,946","3,861","0","211","0"
"João Lisboa","00000000210550","MA","Nordeste","JANSSEN","287","0","0","9","83","195"
"João Lisboa","00000000210550","MA","Nordeste","PFIZER/BIONTECH","12,978","6,128","4,526","0","2,324","0"
"João Monlevade","00000000313620","MG","Sudeste","BUTANTAN/SINOVAC","35,083","18,222","16,860","1","0","0"
"João Monlevade","00000000313620","MG","Sudeste","FIOCRUZ/ASTRAZENECA","40,770","20,568","20,197","5","0","0"
"João Monlevade","00000000313620","MG","Sudeste","JANSSEN","2,237","0","0","115","596","1,526"
"João Monlevade","00000000313620","MG","Sudeste","PFIZER/BIONTECH","55,455","22,193","18,400","4,773","10,089","0"
"João Neiva","00000000320313","ES","Sudeste","BUTANTAN/SINOVAC","6,958","3,698","3,259","0","1","0"
"João Neiva","00000000320313","ES","Sudeste","FIOCRUZ/ASTRAZENECA","9,036","4,505","4,376","2","153","0"
"João Neiva","00000000320313","ES","Sudeste","JANSSEN","677","0","0","0","106","571"
"João Neiva","00000000320313","ES","Sudeste","PFIZER/BIONTECH","15,486","4,929","4,540","1,867","4,150","0"
"João Pessoa","00000000250750","PB","Nordeste","BUTANTAN/SINOVAC","402,474","214,457","187,780","4","233","0"
"João Pessoa","00000000250750","PB","Nordeste","FIOCRUZ/ASTRAZENECA","442,961","222,086","216,245","47","4,583","0"
"João Pessoa","00000000250750","PB","Nordeste","JANSSEN","21,409","12,773","8,033","51","473","79"
"João Pessoa","00000000250750","PB","Nordeste","PFIZER/BIONTECH","686,735","260,762","212,632","5,761","207,580","0"
"João Pinheiro","00000000313630","MG","Sudeste","BUTANTAN/SINOVAC","19,168","10,402","8,766","0","0","0"
"João Pinheiro","00000000313630","MG","Sudeste","FIOCRUZ/ASTRAZENECA","29,204","15,316","13,832","0","56","0"
"João Pinheiro","00000000313630","MG","Sudeste","JANSSEN","2,129","0","0","14","338","1,777"
"João Pinheiro","00000000313630","MG","Sudeste","PFIZER/BIONTECH","38,687","15,589","11,887","19","11,192","0"
"João Ramalho","00000000352560","SP","Sudeste","BUTANTAN/SINOVAC","2,707","1,163","1,037","14","493","0"
"João Ramalho","00000000352560","SP","Sudeste","FIOCRUZ/ASTRAZENECA","3,289","1,531","1,463","2","293","0"
"João Ramalho","00000000352560","SP","Sudeste","JANSSEN","211","0","0","0","87","124"
"João Ramalho","00000000352560","SP","Sudeste","PFIZER/BIONTECH","2,489","994","1,097","5","393","0"
"Joaquim Felício","00000000313640","MG","Sudeste","BUTANTAN/SINOVAC","1,720","915","805","0","0","0"
"Joaquim Felício","00000000313640","MG","Sudeste","FIOCRUZ/ASTRAZENECA","2,983","1,569","1,411","1","2","0"
"Joaquim Felício","00000000313640","MG","Sudeste","JANSSEN","58","0","0","0","0","58"
"Joaquim Felício","00000000313640","MG","Sudeste","PFIZER/BIONTECH","2,841","950","652","12","1,227","0"
"Joaquim Gomes","00000000270380","AL","Nordeste","BUTANTAN/SINOVAC","6,459","3,494","2,963","0","2","0"
"Joaquim Gomes","00000000270380","AL","Nordeste","FIOCRUZ/ASTRAZENECA","12,830","7,238","5,575","0","17","0"
"Joaquim Gomes","00000000270380","AL","Nordeste","JANSSEN","176","0","0","0","0","176"
"Joaquim Gomes","00000000270380","AL","Nordeste","PFIZER/BIONTECH","5,040","1,981","657","1","2,401","0"
"Joaquim Nabuco","00000000260820","PE","Nordeste","BUTANTAN/SINOVAC","3,389","1,820","1,568","0","1","0"
"Joaquim Nabuco","00000000260820","PE","Nordeste","FIOCRUZ/ASTRAZENECA","7,693","4,972","2,718","0","3","0"
"Joaquim Nabuco","00000000260820","PE","Nordeste","JANSSEN","185","0","0","1","34","150"
"Joaquim Nabuco","00000000260820","PE","Nordeste","PFIZER/BIONTECH","10,833","3,772","4,541","2","2,518","0"
"Joaquim Pires","00000000220540","PI","Nordeste","BUTANTAN/SINOVAC","5,601","3,002","2,599","0","0","0"
"Joaquim Pires","00000000220540","PI","Nordeste","FIOCRUZ/ASTRAZENECA","6,827","3,330","3,233","0","264","0"
"Joaquim Pires","00000000220540","PI","Nordeste","JANSSEN","361","0","0","0","149","212"
"Joaquim Pires","00000000220540","PI","Nordeste","PFIZER/BIONTECH","10,536","4,744","3,736","0","2,056","0"
"Joaquim Távora","00000000411280","PR","Sul","BUTANTAN/SINOVAC","4,698","2,394","2,301","0","3","0"
"Joaquim Távora","00000000411280","PR","Sul","FIOCRUZ/ASTRAZENECA","7,495","3,587","3,475","0","433","0"
"Joaquim Távora","00000000411280","PR","Sul","JANSSEN","435","0","0","0","60","375"
"Joaquim Távora","00000000411280","PR","Sul","PFIZER/BIONTECH","9,290","3,903","2,406","53","2,928","0"
"Joca Claudino","00000000251365","PB","Nordeste","BUTANTAN/SINOVAC","1,240","649","591","0","0","0"
"Joca Claudino","00000000251365","PB","Nordeste","FIOCRUZ/ASTRAZENECA","1,450","714","702","0","34","0"
"Joca Claudino","00000000251365","PB","Nordeste","JANSSEN","79","0","0","0","38","41"
"Joca Claudino","00000000251365","PB","Nordeste","PFIZER/BIONTECH","2,497","815","637","9","1,036","0"
"Joca Marques","00000000220545","PI","Nordeste","BUTANTAN/SINOVAC","1,675","936","739","0","0","0"
"Joca Marques","00000000220545","PI","Nordeste","FIOCRUZ/ASTRAZENECA","3,340","1,767","1,498","0","75","0"
"Joca Marques","00000000220545","PI","Nordeste","JANSSEN","172","0","0","0","97","75"
"Joca Marques","00000000220545","PI","Nordeste","PFIZER/BIONTECH","3,163","1,598","966","0","599","0"
"Jóia","00000000431115","RS","Sul","BUTANTAN/SINOVAC","3,555","1,849","1,705","0","1","0"
"Jóia","00000000431115","RS","Sul","FIOCRUZ/ASTRAZENECA","5,646","2,890","2,756","0","0","0"
"Jóia","00000000431115","RS","Sul","JANSSEN","265","0","0","0","66","199"
"Jóia","00000000431115","RS","Sul","PFIZER/BIONTECH","4,106","1,532","1,084","39","1,451","0"
"Joinville","00000000420910","SC","Sul","BUTANTAN/SINOVAC","206,124","108,165","97,893","4","62","0"
"Joinville","00000000420910","SC","Sul","FIOCRUZ/ASTRAZENECA","323,433","164,662","155,345","20","3,406","0"
"Joinville","00000000420910","SC","Sul","JANSSEN","27,355","0","0","114","7,540","19,701"
"Joinville","00000000420910","SC","Sul","PFIZER/BIONTECH","437,259","189,114","152,305","2,165","93,675","0"
"Jordânia","00000000313650","MG","Sudeste","BUTANTAN/SINOVAC","2,921","1,481","1,440","0","0","0"
"Jordânia","00000000313650","MG","Sudeste","FIOCRUZ/ASTRAZENECA","4,756","2,470","2,279","0","7","0"
"Jordânia","00000000313650","MG","Sudeste","JANSSEN","177","0","0","0","59","118"
"Jordânia","00000000313650","MG","Sudeste","PFIZER/BIONTECH","6,317","2,829","1,799","11","1,678","0"
"Jordão","00000000120032","AC","Norte","BUTANTAN/SINOVAC","4,988","2,670","2,316","0","2","0"
"Jordão","00000000120032","AC","Norte","FIOCRUZ/ASTRAZENECA","2,395","945","802","0","648","0"
"Jordão","00000000120032","AC","Norte","JANSSEN","31","0","0","6","2","23"
"Jordão","00000000120032","AC","Norte","PFIZER/BIONTECH","4,367","2,386","1,121","0","860","0"
"José Boiteux","00000000420915","SC","Sul","BUTANTAN/SINOVAC","3,199","1,643","1,556","0","0","0"
"José Boiteux","00000000420915","SC","Sul","FIOCRUZ/ASTRAZENECA","2,655","1,395","1,193","0","67","0"
"José Boiteux","00000000420915","SC","Sul","JANSSEN","193","0","0","0","52","141"
"José Boiteux","00000000420915","SC","Sul","PFIZER/BIONTECH","2,410","1,111","683","6","610","0"
"José Bonifácio","00000000352570","SP","Sudeste","BUTANTAN/SINOVAC","26,135","12,252","11,702","41","2,140","0"
"José Bonifácio","00000000352570","SP","Sudeste","FIOCRUZ/ASTRAZENECA","23,560","11,252","12,234","1","73","0"
"José Bonifácio","00000000352570","SP","Sudeste","JANSSEN","1,448","0","0","1","411","1,036"
"José Bonifácio","00000000352570","SP","Sudeste","PFIZER/BIONTECH","23,750","7,794","7,233","117","8,606","0"
"José Da Penha","00000000240600","RN","Nordeste","BUTANTAN/SINOVAC","2,843","1,516","1,327","0","0","0"
"José Da Penha","00000000240600","RN","Nordeste","FIOCRUZ/ASTRAZENECA","4,122","2,095","2,027","0","0","0"
"José Da Penha","00000000240600","RN","Nordeste","JANSSEN","94","0","0","0","4","90"
"José Da Penha","00000000240600","RN","Nordeste","PFIZER/BIONTECH","5,793","2,214","1,810","15","1,754","0"
"José De Freitas","00000000220550","PI","Nordeste","BUTANTAN/SINOVAC","17,100","9,534","7,556","0","10","0"
"José De Freitas","00000000220550","PI","Nordeste","FIOCRUZ/ASTRAZENECA","18,394","9,574","8,675","0","145","0"
"José De Freitas","00000000220550","PI","Nordeste","JANSSEN","853","0","0","0","367","486"
"José De Freitas","00000000220550","PI","Nordeste","PFIZER/BIONTECH","27,832","12,523","9,700","19","5,590","0"
"José Gonçalves De Minas","00000000313652","MG","Sudeste","BUTANTAN/SINOVAC","881","470","410","0","1","0"
"José Gonçalves De Minas","00000000313652","MG","Sudeste","FIOCRUZ/ASTRAZENECA","2,851","1,351","1,227","3","270","0"
"José Gonçalves De Minas","00000000313652","MG","Sudeste","JANSSEN","76","0","0","0","20","56"
"José Gonçalves De Minas","00000000313652","MG","Sudeste","PFIZER/BIONTECH","2,244","968","619","46","611","0"
"José Raydan","00000000313655","MG","Sudeste","BUTANTAN/SINOVAC","1,731","891","840","0","0","0"
"José Raydan","00000000313655","MG","Sudeste","FIOCRUZ/ASTRAZENECA","2,678","1,360","1,305","0","13","0"
"José Raydan","00000000313655","MG","Sudeste","JANSSEN","137","0","0","1","62","74"
"José Raydan","00000000313655","MG","Sudeste","PFIZER/BIONTECH","3,246","1,417","1,116","108","605","0"
"Joselândia","00000000210560","MA","Nordeste","BUTANTAN/SINOVAC","4,708","2,599","2,107","0","2","0"
"Joselândia","00000000210560","MA","Nordeste","FIOCRUZ/ASTRAZENECA","7,400","4,089","3,308","0","3","0"
"Joselândia","00000000210560","MA","Nordeste","JANSSEN","805","0","0","113","0","692"
"Joselândia","00000000210560","MA","Nordeste","PFIZER/BIONTECH","4,922","2,223","1,089","0","1,610","0"
"Josenópolis","00000000313657","MG","Sudeste","BUTANTAN/SINOVAC","946","486","460","0","0","0"
"Josenópolis","00000000313657","MG","Sudeste","FIOCRUZ/ASTRAZENECA","2,411","1,195","1,115","0","101","0"
"Josenópolis","00000000313657","MG","Sudeste","JANSSEN","47","0","0","0","17","30"
"Josenópolis","00000000313657","MG","Sudeste","PFIZER/BIONTECH","2,683","1,196","873","0","614","0"
"Joviânia","00000000521210","GO","Centro-Oeste","BUTANTAN/SINOVAC","3,424","1,814","1,609","0","1","0"
"Joviânia","00000000521210","GO","Centro-Oeste","FIOCRUZ/ASTRAZENECA","4,291","2,174","2,116","0","1","0"
"Joviânia","00000000521210","GO","Centro-Oeste","JANSSEN","172","0","0","2","43","127"
"Joviânia","00000000521210","GO","Centro-Oeste","PFIZER/BIONTECH","5,384","2,107","1,501","11","1,765","0"
"Juara","00000000510510","MT","Centro-Oeste","BUTANTAN/SINOVAC","10,259","5,669","4,581","0","9","0"
"Juara","00000000510510","MT","Centro-Oeste","FIOCRUZ/ASTRAZENECA","17,367","8,959","8,096","2","310","0"
"Juara","00000000510510","MT","Centro-Oeste","JANSSEN","1,523","0","0","314","53","1,156"
"Juara","00000000510510","MT","Centro-Oeste","PFIZER/BIONTECH","21,675","10,178","6,936","219","4,342","0"
"Juarez Távora","00000000250760","PB","Nordeste","BUTANTAN/SINOVAC","3,460","1,796","1,664","0","0","0"
"Juarez Távora","00000000250760","PB","Nordeste","FIOCRUZ/ASTRAZENECA","4,431","2,229","2,152","0","50","0"
"Juarez Távora","00000000250760","PB","Nordeste","JANSSEN","220","0","0","0","93","127"
"Juarez Távora","00000000250760","PB","Nordeste","PFIZER/BIONTECH","6,248","2,466","1,938","0","1,844","0"
"Juarina","00000000171180","TO","Norte","BUTANTAN/SINOVAC","936","504","432","0","0","0"
"Juarina","00000000171180","TO","Norte","FIOCRUZ/ASTRAZENECA","1,024","529","485","0","10","0"
"Juarina","00000000171180","TO","Norte","JANSSEN","43","0","0","0","13","30"
"Juarina","00000000171180","TO","Norte","PFIZER/BIONTECH","1,096","544","330","2","220","0"
"Juatuba","00000000313665","MG","Sudeste","BUTANTAN/SINOVAC","11,237","6,177","5,058","0","2","0"
"Juatuba","00000000313665","MG","Sudeste","FIOCRUZ/ASTRAZENECA","17,990","9,929","8,060","0","1","0"
"Juatuba","00000000313665","MG","Sudeste","JANSSEN","1,115","0","0","87","199","829"
"Juatuba","00000000313665","MG","Sudeste","PFIZER/BIONTECH","17,091","7,301","5,208","90","4,492","0"
"Juazeirinho","00000000250770","PB","Nordeste","BUTANTAN/SINOVAC","6,762","3,686","3,071","1","4","0"
"Juazeirinho","00000000250770","PB","Nordeste","FIOCRUZ/ASTRAZENECA","8,521","4,301","3,678","0","542","0"
"Juazeirinho","00000000250770","PB","Nordeste","JANSSEN","499","0","0","7","194","298"
"Juazeirinho","00000000250770","PB","Nordeste","PFIZER/BIONTECH","11,195","5,136","3,482","20","2,557","0"
"Juazeiro","00000000291840","BA","Nordeste","BUTANTAN/SINOVAC","76,209","48,019","28,169","14","7","0"
"Juazeiro","00000000291840","BA","Nordeste","FIOCRUZ/ASTRAZENECA","85,038","50,863","33,594","8","573","0"
"Juazeiro","00000000291840","BA","Nordeste","JANSSEN","2,595","0","0","10","24","2,561"
"Juazeiro","00000000291840","BA","Nordeste","PFIZER/BIONTECH","77,488","48,763","17,613","640","10,472","0"
"Juazeiro Do Norte","00000000230730","CE","Nordeste","BUTANTAN/SINOVAC","58,879","29,827","28,856","79","117","0"
"Juazeiro Do Norte","00000000230730","CE","Nordeste","FIOCRUZ/ASTRAZENECA","24,629","13,343","11,241","18","27","0"
"Juazeiro Do Norte","00000000230730","CE","Nordeste","JANSSEN","1,426","0","0","11","1,310","105"
"Juazeiro Do Norte","00000000230730","CE","Nordeste","PFIZER/BIONTECH","44,206","1,311","1,439","17,751","23,705","0"
"Juazeiro Do Piauí","00000000220551","PI","Nordeste","BUTANTAN/SINOVAC","2,030","1,056","974","0","0","0"
"Juazeiro Do Piauí","00000000220551","PI","Nordeste","FIOCRUZ/ASTRAZENECA","2,495","1,386","1,109","0","0","0"
"Juazeiro Do Piauí","00000000220551","PI","Nordeste","JANSSEN","79","0","0","0","0","79"
"Juazeiro Do Piauí","00000000220551","PI","Nordeste","PFIZER/BIONTECH","3,482","1,585","1,269","1","627","0"
"Jucás","00000000230740","CE","Nordeste","BUTANTAN/SINOVAC","4,660","2,326","2,334","0","0","0"
"Jucás","00000000230740","CE","Nordeste","FIOCRUZ/ASTRAZENECA","3,353","2,128","1,225","0","0","0"
"Jucás","00000000230740","CE","Nordeste","JANSSEN","61","0","0","0","61","0"
"Jucás","00000000230740","CE","Nordeste","PFIZER/BIONTECH","2,363","3","13","0","2,347","0"
"Jucati","00000000260825","PE","Nordeste","BUTANTAN/SINOVAC","4,007","2,119","1,887","0","1","0"
"Jucati","00000000260825","PE","Nordeste","FIOCRUZ/ASTRAZENECA","5,888","3,123","2,671","0","94","0"
"Jucati","00000000260825","PE","Nordeste","JANSSEN","357","0","0","0","255","102"
"Jucati","00000000260825","PE","Nordeste","PFIZER/BIONTECH","8,359","3,555","2,877","4","1,923","0"
"Jucuruçu","00000000291845","BA","Nordeste","BUTANTAN/SINOVAC","1,711","964","746","0","1","0"
"Jucuruçu","00000000291845","BA","Nordeste","FIOCRUZ/ASTRAZENECA","2,423","1,800","623","0","0","0"
"Jucuruçu","00000000291845","BA","Nordeste","JANSSEN","95","0","0","0","1","94"
"Jucuruçu","00000000291845","BA","Nordeste","PFIZER/BIONTECH","1,903","1,064","545","0","294","0"
"Jucurutu","00000000240610","RN","Nordeste","BUTANTAN/SINOVAC","7,863","4,159","3,691","8","5","0"
"Jucurutu","00000000240610","RN","Nordeste","FIOCRUZ/ASTRAZENECA","10,645","5,422","5,049","4","170","0"
"Jucurutu","00000000240610","RN","Nordeste","JANSSEN","523","0","0","0","202","321"
"Jucurutu","00000000240610","RN","Nordeste","PFIZER/BIONTECH","12,267","4,881","3,968","230","3,188","0"
"Juína","00000000510515","MT","Centro-Oeste","BUTANTAN/SINOVAC","17,052","8,932","8,110","1","9","0"
"Juína","00000000510515","MT","Centro-Oeste","FIOCRUZ/ASTRAZENECA","22,454","11,064","10,365","18","1,007","0"
"Juína","00000000510515","MT","Centro-Oeste","JANSSEN","1,658","0","0","70","535","1,053"
"Juína","00000000510515","MT","Centro-Oeste","PFIZER/BIONTECH","32,081","14,470","10,595","652","6,364","0"
"Juiz De Fora","00000000313670","MG","Sudeste","BUTANTAN/SINOVAC","217,211","115,448","101,742","1","20","0"
"Juiz De Fora","00000000313670","MG","Sudeste","FIOCRUZ/ASTRAZENECA","323,478","178,935","144,187","14","342","0"
"Juiz De Fora","00000000313670","MG","Sudeste","JANSSEN","19,113","0","0","639","4,581","13,893"
"Juiz De Fora","00000000313670","MG","Sudeste","PFIZER/BIONTECH","309,731","114,640","75,842","600","118,633","16"
"Júlio Borges","00000000220552","PI","Nordeste","BUTANTAN/SINOVAC","2,234","1,233","1,001","0","0","0"
"Júlio Borges","00000000220552","PI","Nordeste","FIOCRUZ/ASTRAZENECA","3,080","1,614","1,466","0","0","0"
"Júlio Borges","00000000220552","PI","Nordeste","JANSSEN","148","0","0","0","40","108"
"Júlio Borges","00000000220552","PI","Nordeste","PFIZER/BIONTECH","3,316","1,466","974","0","876","0"
"Júlio De Castilhos","00000000431120","RS","Sul","BUTANTAN/SINOVAC","7,795","4,007","3,787","0","1","0"
"Júlio De Castilhos","00000000431120","RS","Sul","FIOCRUZ/ASTRAZENECA","12,676","6,386","6,287","0","3","0"
"Júlio De Castilhos","00000000431120","RS","Sul","JANSSEN","950","527","0","2","421","0"
"Júlio De Castilhos","00000000431120","RS","Sul","PFIZER/BIONTECH","16,583","5,140","4,468","132","6,843","0"
"Júlio Mesquita","00000000352580","SP","Sudeste","BUTANTAN/SINOVAC","2,409","1,160","1,129","3","117","0"
"Júlio Mesquita","00000000352580","SP","Sudeste","FIOCRUZ/ASTRAZENECA","3,359","1,649","1,657","1","52","0"
